,State,Year,GDP,RPPS,Unemployment,Per_Capita_Income,Population,Per_Capita_Expenditure,Crime_Rate,Property_Crime_Rate,Durable goods,Final consumption expenditures of nonprofit institutions serving households (NPISHs),Nondurable goods,Services
185,Kansas,2021,191738.1,91.247,1920138.0,59013.0,2938338.0,42598.3,142.7575,193.87166666666667,14885.6,3210.6,28792.4,81490.2
186,Kansas,2022,212611.6,89.676,1953150.0,62313.0,2937324.0,46659.85,140.84,181.19083333333333,15435.7,3768.6,31842.4,89777.0
187,Kentucky,2012,178370.6,90.646,2389067.0,35630.0,4394147.0,29857.69,83.22083333333333,215.64083333333335,13400.5,4230.1,36042.0,81756.6
188,Kentucky,2013,184920.6,90.845,2407581.0,35758.0,4415978.0,30452.3,78.60916666666667,199.5975,13638.0,4334.8,36305.8,84532.9
189,Kentucky,2014,188326.4,91.025,2439916.0,37225.0,4428854.0,31277.8,79.205,189.82083333333333,14019.8,4205.7,37197.3,87307.7
190,Kentucky,2015,194621.2,90.699,2473925.0,38766.0,4443778.0,32337.62,83.71,184.56499999999997,15108.8,4374.8,36993.8,91598.6
191,Kentucky,2016,197944.8,90.648,2498703.0,39319.0,4457755.0,33299.95,85.17583333333333,184.64,15730.5,4519.1,37707.0,95005.5
192,Kentucky,2017,203564.0,90.031,2520120.0,40403.0,4475829.0,34454.94,84.08749999999999,180.81916666666666,16161.5,4521.4,39517.2,98535.6
193,Kentucky,2018,210509.1,89.074,2546178.0,41658.0,4487302.0,35939.64,82.5675,167.82416666666666,16804.4,4579.9,40923.1,103544.5
194,Kentucky,2019,220678.8,89.591,2549331.0,43466.0,4498163.0,36729.42,83.48583333333333,160.59416666666667,17029.9,4509.6,41380.5,106804.5
195,Kentucky,2020,218539.7,89.084,2470655.0,47052.0,4508318.0,36539.04,87.55333333333333,152.65333333333334,18055.5,5101.3,42680.5,103993.6
196,Kentucky,2021,238428.9,89.256,2556381.0,51769.0,4507583.0,41199.0,86.44583333333333,136.36666666666667,22068.1,4917.9,47196.3,116443.6
197,Kentucky,2022,261540.7,89.391,2637171.0,52615.0,4519233.0,44587.92,79.58833333333334,125.30333333333333,22686.2,6015.7,50853.5,127963.5
198,Louisiana,2012,235960.9,92.878,2601173.0,40662.0,4603590.0,31287.67,152.67166666666665,295.21250000000003,16375.2,3154.1,37610.7,90049.6
199,Louisiana,2013,231652.7,92.889,2642042.0,40996.0,4628239.0,32049.6,146.32583333333332,298.4558333333333,16975.2,3164.9,38195.2,93162.8
200,Louisiana,2014,240965.0,93.373,2684809.0,42533.0,4648813.0,32990.72,145.21916666666667,287.0983333333333,17378.0,3172.7,39022.3,96967.4
201,Louisiana,2015,234324.2,92.81,2696540.0,42484.0,4670550.0,33707.29,150.11333333333334,281.72083333333336,18380.2,3191.6,38674.0,100377.4
202,Louisiana,2016,227440.3,93.58,2691337.0,42132.0,4685576.0,34426.23,153.01666666666668,275.48333333333335,18378.4,3352.5,38882.5,104045.8
203,Louisiana,2017,239830.7,92.392,2692542.0,43486.0,4678580.0,35577.5,152.5375,282.8333333333333,18644.3,3364.4,39885.5,107922.4
204,Louisiana,2018,256444.4,90.769,2725271.0,45465.0,4670033.0,36862.09,152.89666666666668,275.23,19133.8,3367.6,41107.6,111905.7
205,Louisiana,2019,257499.0,91.156,2717240.0,47015.0,4664544.0,37893.74,150.205,269.50416666666666,19234.6,3310.8,41646.2,115876.1
206,Louisiana,2020,236216.3,91.152,2592329.0,50133.0,4652301.0,37477.41,146.89416666666668,242.785,20163.7,3693.1,41901.9,112290.6
207,Louisiana,2021,267263.6,91.389,2693999.0,54948.0,4627971.0,42341.49,153.68666666666667,217.2325,24401.9,3378.3,47017.7,124535.6
